# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr  4 02:38:59 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbsmax < 5
# CONSTRAINT:  and pl_bmassj > 0.36)
# CONSTRAINT:  order by pl_radj asc, pl_orbsmax desc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
pl_name,hostname,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,rastr,ra,decstr,dec
Kepler-74 b,Kepler-74,2013,7.34071100000,0.00000600000,-0.00000600000,0,0.0781000000,0.0007000000,-0.0007000000,0,10.76000000,0.22000000,-0.22000000,0,0.96000000,0.02000000,-0.02000000,0,0.63000000,0.12000000,-0.12000000,0,Mass,0.880000,0.180000,-0.180000,0,0.000000,,,0,337.6820,19.8440,-18.5930,0,1078.00,19.00,-19.00,0,87.46000,0.07000,-0.07000,0,F8 V,6000.00,100.00,-100.00,0,1.120000,0.040000,-0.040000,0,1.180000,0.040000,-0.040000,0,0.4200,0.1100,-0.1100,0,[Fe/H],0.33210,,,0,4.440000,0.010000,-0.010000,0,0.8000,0.9000,-0.5000,0,1.300000,0.050000,-0.040000,0,5.0000,1.0000,-1.0000,0,,,,,19h32m22.21s,293.0925275,+41d21m19.83s,41.3555095
TOI-2158 b,TOI-2158,2022,8.60077000000,0.00003000000,-0.00003000000,0,0.0750000000,0.0040000000,-0.0040000000,0,10.76062147,0.13450777,-0.13450777,0,0.96000000,0.01200000,-0.01200000,0,0.82000000,0.08000000,-0.08000000,0,Mass,1.140000,0.120000,-0.120000,0,0.070000,,,1,81.4989,,,0,1188.00,10.00,-10.00,0,85.70000,0.40000,-0.30000,0,,5673.00,50.00,-50.00,0,1.410000,0.030000,-0.030000,0,1.120000,0.120000,-0.120000,0,0.4700,0.0800,-0.0800,0,[Fe/H],0.23080,0.01475,-0.01061,0,4.190000,0.050000,-0.050000,0,8.0000,1.0000,-1.0000,0,0.560000,0.070000,-0.070000,0,3.7000,0.5000,-0.5000,0,19.00000,3.00000,-3.00000,1,18h27m14.41s,276.8100527,+20d31m36.79s,20.5268868
WASP-105 b,WASP-105,2017,7.87288000000,0.00001000000,-0.00001000000,0,0.0750000000,0.0030000000,-0.0030000000,0,10.76064000,0.33627000,-0.33627000,0,0.96000000,0.03000000,-0.03000000,0,1.80000000,0.10000000,-0.10000000,0,Mass,2.650000,0.130000,-0.130000,0,0.000000,,,0,166.5368,,,0,900.00,20.00,-20.00,0,89.70000,0.20000,-0.20000,0,K2,5070.00,130.00,-130.00,0,0.900000,0.030000,-0.030000,0,0.890000,0.090000,-0.090000,0,0.2800,0.1600,-0.1600,0,[Fe/H],-0.02427,0.02596,-0.02761,0,4.200000,0.200000,-0.200000,0,,,,,1.730000,0.040000,-0.040000,0,1.7000,1.9000,-1.9000,0,,,,,01h36m40.29s,24.1678686,-50d39m33.51s,-50.6593080
Kepler-15 b,Kepler-15,2011,4.94278200000,0.00000130000,-0.00000130000,0,0.0571400000,0.0008600000,-0.0009300000,0,10.76000000,0.67000000,-0.78000000,0,0.96000000,0.06000000,-0.07000000,0,0.66000000,0.08000000,-0.09000000,0,Mass,0.930000,0.180000,-0.220000,0,0.060000,,,0,430.6770,17.3750,-16.6810,0,1251.00,27.00,-27.00,0,87.44000,0.18000,-0.20000,0,,5515.00,122.00,-130.00,0,0.992000,0.058000,-0.070000,0,1.018000,0.044000,-0.052000,0,0.3600,0.0700,-0.0700,0,[Fe/H],-0.08700,0.07800,-0.08800,0,4.460000,0.053000,-0.050000,0,3.7000,1.5000,-3.6000,0,1.470000,0.260000,-0.280000,0,2.0000,2.0000,-2.0000,0,,,,,19h44m48.13s,296.2005506,+49d08m24.11s,49.1400304
Kepler-77 b,Kepler-77,2013,3.57878087000,0.00000023000,-0.00000023000,0,0.0450100000,0.0006300000,-0.0006300000,0,10.76100000,0.17900000,-0.17900000,0,0.96000000,0.01600000,-0.01600000,0,0.43000000,0.03200000,-0.03200000,0,Mass,0.603000,0.055000,-0.055000,0,0.000000,,,0,432.8710,12.0540,-11.7170,0,1440.00,100.00,-120.00,0,88.00000,0.11000,-0.11000,0,G5 V,5520.00,60.00,-60.00,0,0.990000,0.020000,-0.020000,0,0.950000,0.040000,-0.040000,0,0.2000,0.0500,-0.0500,0,[M/H],-0.04600,0.05900,-0.06800,0,4.420000,0.010000,-0.010000,0,7.5000,2.0000,-2.0000,0,1.365000,0.023000,-0.023000,0,1.5000,1.0000,-1.0000,0,,,,,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347
WASP-154 b,WASP-154,2025,3.81167800000,0.00000100000,-0.00000100000,0,0.0440000000,0.0030000000,-0.0030000000,0,10.76062147,0.67253884,-0.67253884,0,0.96000000,0.06000000,-0.06000000,0,0.62600000,0.12900000,-0.12900000,0,Mass,0.880000,0.250000,-0.250000,0,0.000000,,,0,162.0000,31.0000,-31.0000,0,994.00,63.00,-63.00,0,88.46000,0.30000,-0.27000,0,,4774.00,133.00,-133.00,0,0.823000,0.047000,-0.047000,0,0.800000,0.050000,-0.050000,0,0.2000,0.1000,-0.1000,0,[Fe/H],-0.50063,0.01829,-0.01841,0,4.470000,0.080000,-0.080000,0,,,,,2.012000,0.067000,-0.066000,0,,,,,,,,,21h50m52.60s,327.7191734,-08d38m09.40s,-8.6359458
WASP-32 b,WASP-32,2010,2.71866000000,0.00000200000,-0.00000200000,0,0.0394000000,0.0003000000,-0.0003000000,0,10.76064000,1.68135000,-1.68135000,0,0.96000000,0.15000000,-0.15000000,0,2.63000000,0.82000000,-0.82000000,0,Mass,3.240000,0.400000,-0.340000,0,0.000000,,,0,616.3300,,,0,1388.00,,,0,85.10000,0.20000,-0.20000,0,,6140.00,95.00,-95.00,0,0.950000,0.150000,-0.150000,0,0.720000,0.340000,-0.340000,0,-0.1300,,,0,[Fe/H],0.19345,0.00739,-0.00752,0,4.400000,0.020000,-0.020000,0,2.2200,0.6200,-0.7300,0,1.180000,0.110000,-0.110000,0,3.9000,0.4000,-0.5000,0,11.60000,1.00000,-1.00000,0,00h15m50.81s,3.9617073,+01d12m01.84s,1.2005122
Kepler-45 b,Kepler-45,2011,2.45523900000,0.00000400000,-0.00000400000,0,0.0300000000,,,0,10.76000000,1.23000000,-1.23000000,0,0.96000000,0.11000000,-0.11000000,0,0.50500000,0.09000000,-0.09000000,0,Mass,0.800000,0.500000,-0.500000,0,0.110000,0.100000,-0.090000,0,68.3700,1.6700,-1.3000,0,1000.00,20.00,-20.00,0,87.00000,0.70000,-0.70000,0,M,3820.00,90.00,-90.00,0,0.550000,0.110000,-0.110000,0,0.590000,0.060000,-0.060000,0,0.2800,0.1400,-0.1400,0,[Fe/H],-1.27572,0.06105,-0.07106,0,4.700000,0.200000,-0.200000,0,0.5000,,,0,4.000000,2.000000,-2.000000,0,,,,,15.80000,0.20000,-0.20000,0,19h31m29.50s,292.8729292,+41d03m51.02s,41.0641727
TOI-375 b,TOI-375,2026,9.45469000000,0.00002000000,-0.00002000000,0,0.0990000000,0.0020000000,-0.0020000000,0,10.77183045,0.49319515,-0.48198617,0,0.96100000,0.04400000,-0.04300000,0,0.74500000,0.05200000,-0.05300000,0,Mass,1.037000,0.176000,-0.146000,0,0.087000,0.041000,-0.042000,0,593.3000,30.8700,-28.8000,0,1373.00,47.00,-45.00,0,,,,,,5259.90,136.90,-135.30,0,2.900000,0.129000,-0.127000,0,1.441000,0.076000,-0.075000,0,0.0840,0.0470,-0.0450,0,[Fe/H],0.75997,0.02078,-0.02190,0,3.672000,0.011000,-0.011000,0,2.9400,0.6000,-0.6000,0,0.083000,0.012000,-0.012000,0,2.9700,0.3000,-0.3000,0,,,,,03h08m35.98s,47.1499034,-77d22m59.98s,-77.3833275
TOI-5616 b,TOI-5616,2024,2.00284900000,0.00000400000,-0.00000400000,0,0.0272000000,0.0003000000,-0.0003000000,0,10.78000000,0.54000000,-0.47000000,0,0.96100000,0.04800000,-0.04200000,0,1.96332356,,,1,Mass,,,,,0.000000,,,0,137.0000,6.0000,-6.0000,0,939.00,27.00,-27.00,0,88.13000,1.05000,-0.73000,0,,3996.00,88.00,-88.00,0,0.646000,0.017000,-0.017000,0,0.666000,0.025000,-0.025000,0,0.1400,0.1200,-0.1200,0,[Fe/H],-0.99268,0.01593,-0.01654,0,4.670000,0.050000,-0.050000,0,7.2000,4.4000,-4.5000,0,3.490000,0.260000,-0.230000,0,3.0000,,,1,,,,,12h19m36.39s,184.9016378,+48d40m59.84s,48.6832895
WASP-23 b,WASP-23,2010,2.94442560000,0.00000110000,-0.00000130000,0,0.0376000000,0.0016000000,-0.0024000000,0,10.78300000,0.52700000,-0.62800000,0,0.96200000,0.04700000,-0.05600000,0,0.88400000,0.08800000,-0.09900000,0,Mass,1.170000,0.240000,-0.200000,0,0.062000,,,1,317.4314,,,0,1076.55,,,0,88.39000,0.79000,-0.45000,0,,5150.00,100.00,-100.00,0,0.765000,0.033000,-0.049000,0,0.780000,0.130000,-0.120000,0,-0.0500,0.1300,-0.1300,0,[Fe/H],-0.37679,0.00373,-0.00376,0,4.400000,0.200000,-0.200000,0,6.2000,5.6000,-2.5000,0,1.840000,0.030000,-0.030000,0,2.2000,0.3000,,0,,,,,06h44m30.60s,101.1275033,-42d45m44.03s,-42.7622296
TOI-7510 c,TOI-7510,2025,22.56874230000,,,0,0.1595000000,0.0032000000,-0.0032000000,0,10.81000000,0.32000000,-0.32000000,0,0.96400000,0.02900000,-0.02900000,0,0.41200000,0.03600000,-0.03600000,0,Mass,0.573000,0.062000,-0.062000,0,0.009100,0.010000,-0.006200,0,92.4087,,,0,702.00,10.00,-10.00,0,90.11000,0.34000,-0.34000,0,G3,5720.00,50.00,-50.00,0,1.035000,0.026000,-0.026000,0,1.063000,0.065000,-0.065000,0,0.2500,0.1000,-0.1000,0,[m/H],0.01115,0.01661,-0.01727,0,4.439000,0.014000,-0.027000,0,4.4000,1.7000,-1.6000,0,1.372000,0.050000,-0.100000,0,3.2000,0.5000,-0.5000,0,,,,,18h14m54.77s,273.7281880,-54d26m02.60s,-54.4340547
TOI-172 b,TOI-172,2019,9.47725000000,0.00064000000,-0.00079000000,0,0.0914000000,0.0017000000,-0.0017000000,0,10.81668500,0.35868800,-0.32506100,0,0.96500000,0.03200000,-0.02900000,0,5.42000000,0.22000000,-0.20000000,0,Mass,7.530000,0.650000,-0.720000,0,0.380600,0.009300,-0.009000,0,299.0000,19.0000,-16.0000,0,1198.00,18.00,-17.00,0,88.20000,1.10000,-1.00000,0,,5645.00,50.00,-50.00,0,1.777000,0.047000,-0.044000,0,1.128000,0.065000,-0.061000,0,0.1480,0.0790,-0.0800,0,[Fe/H],0.46090,0.02765,-0.02793,0,3.993000,0.027000,-0.028000,0,7.4000,1.6000,-1.5000,0,0.286000,0.022000,-0.023000,0,5.1000,0.5000,-0.5000,0,,,,,21h06m31.65s,316.6318791,-26d41m34.32s,-26.6928654
TOI-2368 b,TOI-2368,2024,5.17500730000,0.00000160000,-0.00000160000,0,0.0564900000,0.0010000000,-0.0010000000,0,10.83908434,0.40352331,-0.34747840,0,0.96700000,0.03600000,-0.03100000,0,0.65000000,0.18000000,-0.18000000,0,Mass,0.880000,0.270000,-0.260000,0,0.061000,0.066000,-0.042000,0,162.7267,,,0,1000.00,44.00,-31.00,0,86.61000,0.19000,-0.29000,0,,5360.00,230.00,-170.00,0,0.846000,0.031000,-0.026000,0,0.897000,0.048000,-0.049000,0,0.1000,0.1800,-0.1500,0,[Fe/H],-0.27491,0.07493,-0.05671,0,4.538000,0.027000,-0.038000,0,4.2000,5.1000,-3.0000,0,2.100000,0.190000,-0.230000,0,,,,,,,,,08h59m49.83s,134.9576234,-48d29m18.57s,-48.4884929
HATS-10 b,HATS-10,2015,3.31284600000,0.00000580000,-0.00000580000,0,0.0449100000,0.0007400000,-0.0007400000,0,10.86152100,0.68374900,-0.50440500,0,0.96900000,0.06100000,-0.04500000,0,0.52600000,0.08100000,-0.08100000,0,Mass,0.700000,0.150000,-0.150000,0,0.501000,,,1,836.8558,,,0,1407.00,39.00,-39.00,0,87.79000,0.72000,-0.72000,0,,5880.00,120.00,-120.00,0,1.105000,0.055000,-0.040000,0,1.101000,0.054000,-0.054000,0,0.1500,0.1000,-0.1000,0,[Fe/H],0.11700,0.05600,-0.06400,0,4.392000,0.032000,-0.032000,0,3.3000,1.7000,-1.7000,0,1.150000,0.120000,-0.160000,0,5.6800,0.7000,-0.7000,0,,,,,19h37m13.64s,294.3068385,-22d12m16.15s,-22.2044872
CoRoT-10 b,CoRoT-10,2010,13.24060000000,0.00020000000,-0.00020000000,0,0.1055000000,0.0021000000,-0.0021000000,0,10.87000000,0.78000000,-0.78000000,0,0.97000000,0.07000000,-0.07000000,0,2.75000000,0.16000000,-0.16000000,0,Mass,3.700000,0.830000,-0.830000,0,0.530000,0.040000,-0.040000,0,16.1089,,,0,600.00,23.00,-23.00,0,88.55000,0.20000,-0.20000,0,K1 V,5075.00,75.00,-75.00,0,0.790000,0.050000,-0.050000,0,0.890000,0.050000,-0.050000,0,0.2600,0.0700,-0.0700,0,[Fe/H],-0.72608,0.01188,-0.01221,0,4.650000,0.100000,-0.100000,0,3.0000,,,1,3.320000,0.700000,-0.700000,0,2.0000,0.5000,-0.5000,0,,,,,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143
TOI-3837 b,TOI-3837,2025,11.88865000000,0.00003000000,-0.00003000000,0,0.0990000000,0.0060000000,-0.0050000000,0,10.87271128,0.56044903,-0.67253884,0,0.97000000,0.05000000,-0.06000000,0,0.59000000,0.05000000,-0.05000000,0,Mass,0.820000,0.120000,-0.140000,0,0.221000,0.042000,-0.046000,0,138.0650,,,0,1178.00,29.00,-31.00,0,88.00000,0.15000,-0.15000,0,,5905.00,157.00,-155.00,0,1.200000,0.060000,-0.050000,0,0.890000,0.050000,-0.050000,0,-0.2600,0.0500,-0.0500,0,[Fe/H],0.19618,0.02288,-0.02153,0,4.229000,0.018000,-0.019000,0,11.2000,2.5000,-2.6000,0,0.733900,0.037200,-0.036000,0,3.4700,0.2600,-0.2600,0,,,,,10h10m39.91s,152.6662832,+24d16m23.24s,24.2731213
TOI-6330 b,TOI-6330,2025,6.85002460000,0.00000330000,-0.00000330000,0,0.0576300000,0.0007300000,-0.0007700000,0,10.89000000,0.37000000,-0.35000000,0,0.97200000,0.03300000,-0.03100000,0,10.00000000,0.32000000,-0.32000000,0,Mass,13.570000,1.430000,-1.330000,0,0.340000,0.010000,-0.010000,0,9.9700,1.1100,-1.1100,0,495.00,14.00,-14.00,0,88.41000,0.16000,-0.16000,0,,3539.00,59.00,-59.00,0,0.490000,0.011000,-0.011000,0,0.531000,0.021000,-0.021000,0,0.0800,0.1600,-0.1600,0,[Fe/H],-1.43168,0.01043,-0.01069,0,4.770000,0.040000,-0.040000,0,7.6000,4.2000,-4.9000,0,6.020000,0.460000,-0.460000,0,2.0000,,,1,36.00000,,,0,01h28m40.32s,22.1679816,+53d41m09.88s,53.6860778
NGTS-35 b,NGTS-35,2025,25.24119200000,0.00002200000,-0.00002200000,0,0.1600000000,0.0110000000,-0.0110000000,0,10.90000000,0.65000000,-0.65000000,0,0.97243454,0.05798922,-0.05798922,0,0.47824548,0.06921974,-0.05978069,0,Mass,0.645000,,,0,0.192000,0.037000,-0.033000,0,9.8437,,,0,451.00,11.00,-10.00,0,88.81600,0.09100,-0.12000,0,K3.5 V,4717.00,18.00,-84.00,0,0.753000,0.051000,-0.033000,0,0.789000,0.035000,-0.048000,0,0.0850,0.0710,-0.1100,0,[Fe/H],-0.59688,0.03936,-0.03205,0,4.570000,0.110000,-0.140000,0,1.5000,11.3000,-1.5000,0,2.459188,0.654278,-0.677510,0,,,,,,,,,11h21m06.32s,170.2763360,-26d03m59.82s,-26.0666162
TOI-2202 b,TOI-2202,2021,11.91260750000,0.00011000000,-0.00011000000,0,0.0956400000,0.0015600000,-0.0016100000,0,10.95117414,0.17934369,-0.17934369,0,0.97700000,0.01600000,-0.01600000,0,0.90400000,0.08700000,-0.10000000,0,Mass,1.200000,,,0,0.022000,0.022000,-0.015000,0,42.7254,,,0,652.07,,,0,89.29000,0.17000,-0.12000,0,K8 V,5169.00,80.00,-78.00,0,0.808000,0.024000,-0.022000,0,0.841000,0.034000,-0.032000,0,0.0590,0.0430,-0.0430,0,[Fe/H],-0.40121,0.01505,-0.01446,0,4.548000,0.030000,-0.031000,0,6.4000,4.4000,-3.9000,0,2.142837,0.596936,-0.447744,0,2.1400,0.2800,-0.2500,0,22.00000,1.00000,-1.00000,0,03h24m54.82s,51.2284214,-73d57m27.16s,-73.9575458
TOI-6628 b,TOI-6628,2025,18.18424000000,0.00001000000,-0.00001000000,0,0.1340000000,0.0070000000,-0.0080000000,0,10.98480109,0.67253884,-0.67253884,0,0.98000000,0.06000000,-0.06000000,0,0.74000000,0.06000000,-0.06000000,0,Mass,0.980000,0.160000,-0.140000,0,0.670000,0.015000,-0.016000,0,20.0861,,,0,833.00,21.00,-23.00,0,88.19000,0.12000,-0.12000,0,,5463.00,143.00,-142.00,0,1.010000,0.060000,-0.050000,0,0.970000,0.060000,-0.060000,0,0.3600,0.0200,-0.0200,0,[Fe/H],-0.08778,0.02379,-0.02404,0,4.416000,0.024000,-0.025000,0,7.5000,2.4000,-2.5000,0,1.326300,0.083800,-0.091700,0,3.1300,0.0200,-0.0200,0,,,,,15h03m20.89s,225.8370504,-35d13m50.09s,-35.2305793
WASP-171 b,WASP-171,2019,3.81862440000,0.00000380000,-0.00000380000,0,0.0504000000,0.0008300000,-0.0008300000,0,10.98482000,0.78463000,-0.44836000,0,0.98000000,0.07000000,-0.04000000,0,1.08400000,0.09400000,-0.09400000,0,Mass,1.500000,0.230000,-0.290000,0,0.000000,,,0,1200.2400,,,0,1642.00,51.00,-35.00,0,88.30000,1.10000,-1.90000,0,G0,5965.00,100.00,-100.00,0,1.637000,0.091000,-0.046000,0,1.171000,0.058000,-0.058000,0,0.0400,0.0700,-0.0700,0,[Fe/H],0.67172,0.01700,-0.01769,0,4.080000,0.020000,-0.049000,0,5.9080,1.0510,-1.0510,0,0.381000,0.024000,-0.059000,0,6.3000,0.9000,-0.9000,0,,,,,11h27m22.81s,171.8450533,-44d05m19.33s,-44.0887035
TOI-3593 b,TOI-3593,2025,3.82128670000,0.00000160000,-0.00000160000,0,0.0481000000,0.0005800000,-0.0007000000,0,11.02963701,0.31385146,-0.29143350,0,0.98400000,0.02800000,-0.02600000,0,1.78000000,0.09000000,-0.13000000,0,Mass,2.310000,0.240000,-0.260000,0,0.105000,0.052000,-0.028000,0,308.0000,21.0000,-23.0000,0,1170.00,19.00,-22.00,0,88.09000,0.63000,-0.37000,0,,5550.00,100.00,-120.00,0,0.918000,0.024000,-0.022000,0,1.015000,0.037000,-0.043000,0,0.3840,0.0800,-0.0840,0,[Fe/H],-0.14146,0.02964,-0.03637,0,4.519000,0.022000,-0.028000,0,1.8000,2.9000,-1.3000,0,1.850000,0.140000,-0.150000,0,,,,,,,,,22h06m01.53s,331.5063640,+34d12m41.97s,34.2116583
TOI-1670 c,TOI-1670,2022,40.74976000000,0.00002200000,-0.00021000000,0,0.2490000000,0.0050000000,-0.0050000000,0,11.06326395,0.28022452,-0.28022452,0,0.98700000,0.02500000,-0.02500000,0,0.63000000,0.09000000,-0.08000000,0,Mass,0.810000,0.130000,-0.110000,0,0.090000,0.050000,-0.040000,0,14.5514,,,0,684.00,9.00,-9.00,0,88.84000,0.04000,-0.04000,0,F7 V,6170.00,61.00,-61.00,0,1.316000,0.019000,-0.019000,0,1.210000,0.020000,-0.020000,0,0.0900,0.0700,-0.0700,0,[Fe/H],0.40046,0.01550,-0.01710,0,4.290000,0.110000,-0.110000,0,2.5300,0.4300,-0.4300,0,0.752000,0.036000,-0.036000,0,9.2000,0.6000,-0.6000,0,,,,,17h16m04.14s,259.0172522,+72d09m40.25s,72.1611806
TOI-5007 b,TOI-5007,2026,2.54337100000,0.00000100000,-0.00000100000,0,0.0307000000,0.0012000000,-0.0012000000,0,11.07447293,0.34747840,-0.34747840,0,0.98800000,0.03100000,-0.03100000,0,0.66400000,0.04300000,-0.04200000,0,Mass,0.850000,0.120000,-0.110000,0,0.074000,0.026000,-0.030000,0,85.3000,12.2000,-12.2000,0,774.00,19.00,-19.00,0,84.86000,0.28000,-0.27000,0,M1&plusmn;0.5,3793.00,80.00,-80.00,0,0.656000,0.019000,-0.019000,0,0.632000,0.013000,-0.013000,0,0.4300,0.1200,-0.1200,0,[Fe/H],-1.09528,0.04223,-0.04678,0,4.604000,0.027000,-0.027000,0,4.0000,2.0000,-2.0000,0,3.460000,0.280000,-0.280000,0,,,,,,,,,15h44m15.33s,236.0638704,-61d02m28.91s,-61.0413649
